PRHUNT,ZOHUNT,AOU,YEAR,A-F,A-M,A-NA,A-U,I-F,I-M,I-NA,I-U,NA-M,NA-NA,NA-U,U-F,U-M,U-NA,U-U
NS,2,1650,1989,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
NS,2,1650,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NS,2,1650,1994,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NS,2,1650,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,2,1650,2002,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
NS,2,1650,2003,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,2,1650,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NS,2,1650,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NS,2,1650,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NS,2,1660,1976,0,2,0,0,0,0,0,7,0,0,0,0,0,0,8
NS,2,1660,1977,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
NS,2,1660,1979,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NS,2,1660,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NS,2,1660,1981,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
NS,2,1660,1982,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
NS,2,1660,1983,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2
NS,2,1660,1984,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
NS,2,1660,1985,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0
NS,2,1660,1987,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NS,2,1660,1988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NS,2,1660,1989,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,2,1660,1990,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
NS,2,1660,1991,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NS,2,1660,1992,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NS,2,1660,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NS,2,1660,1994,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
NS,2,1660,1995,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
NS,2,1660,1997,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
NS,2,1660,1998,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0
NS,2,1660,2001,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0
NS,2,1660,2006,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
NS,2,1660,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NS,2,1660,2012,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
NS,2,1670,1976,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
NS,2,1670,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,2,1670,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NS,2,1670,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NS,2,1692,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NS,2,1692,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NS,2,1692,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NS,2,1692,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NS,2,1692,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NS,2,1710,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NS,2,1710,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NS,2,1722,1976,0,0,0,18,0,0,0,34,0,0,0,0,0,0,15
NS,2,1722,1977,0,0,0,12,0,0,0,7,0,0,0,0,0,0,15
NS,2,1722,1978,0,0,0,11,0,0,0,18,0,0,0,0,0,0,9
NS,2,1722,1979,0,0,0,19,0,0,0,29,0,0,0,0,0,0,10
NS,2,1722,1980,0,0,0,14,0,0,0,20,0,0,0,0,0,0,5
NS,2,1722,1981,0,0,0,23,0,0,0,12,0,0,0,0,0,0,7
NS,2,1722,1982,0,0,0,18,0,0,0,11,0,0,0,0,0,0,5
NS,2,1722,1983,0,0,0,19,0,0,0,40,0,0,0,0,0,0,0
NS,2,1722,1984,0,0,0,22,0,0,0,24,0,0,0,0,0,0,0
NS,2,1722,1985,0,0,0,21,0,0,0,19,0,0,0,0,0,0,0
NS,2,1722,1986,0,1,0,25,0,0,0,30,0,0,0,0,0,0,1
NS,2,1722,1987,0,0,0,29,1,0,0,30,0,0,0,0,0,0,0
NS,2,1722,1988,0,0,0,40,0,0,0,58,0,0,0,0,0,0,0
NS,2,1722,1989,0,0,0,43,0,0,0,57,0,0,0,0,0,0,1
NS,2,1722,1990,0,0,0,34,0,1,0,32,0,0,0,0,0,0,0
NS,2,1722,1991,0,0,0,21,0,0,0,6,0,0,0,0,0,0,0
NS,2,1722,1992,0,0,0,25,0,0,0,18,0,0,0,0,0,0,0
NS,2,1722,1993,0,1,0,18,0,0,0,37,0,0,0,0,0,0,0
NS,2,1722,1994,0,0,0,38,0,0,0,48,0,0,0,0,0,0,1
NS,2,1722,1995,0,0,0,27,0,0,0,34,0,0,0,0,0,0,1
NS,2,1722,1996,0,0,0,37,0,0,0,16,0,0,0,0,0,0,0
NS,2,1722,1997,0,0,0,28,0,0,0,13,0,0,0,0,0,0,0
NS,2,1722,1998,0,0,0,30,0,0,0,15,0,0,0,0,0,0,0
NS,2,1722,1999,0,0,0,36,0,0,0,20,0,0,0,0,0,0,1
NS,2,1722,2000,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0
NS,2,1722,2001,0,0,0,36,0,0,0,11,0,0,0,0,0,0,1
NS,2,1722,2002,0,0,0,61,0,0,0,28,0,0,0,0,0,0,0
NS,2,1722,2003,0,0,0,57,0,0,0,43,0,0,0,0,0,0,1
NS,2,1722,2004,0,0,0,103,0,0,0,49,0,0,0,0,0,0,4
NS,2,1722,2005,0,0,0,53,0,0,0,35,0,0,0,0,0,0,0
NS,2,1722,2006,0,0,0,44,0,0,0,29,0,0,0,0,0,0,0
NS,2,1722,2007,0,0,0,39,0,0,0,33,0,0,0,0,0,0,0
NS,2,1722,2008,0,0,0,43,0,0,0,25,0,0,0,0,0,0,0
NS,2,1722,2009,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0
NS,2,1722,2010,0,0,1,47,0,0,3,28,0,0,0,0,0,0,0
NS,2,1722,2011,0,0,1,58,0,0,1,57,0,0,0,0,0,0,0
NS,2,1722,2012,0,0,0,54,0,0,0,22,0,0,0,0,0,0,0
NS,2,1722,2013,0,0,0,21,0,0,1,18,0,0,0,0,0,0,0
NS,2,1722,2014,0,0,0,30,0,0,0,42,0,0,0,0,0,0,0
NS,2,1722,2015,0,0,2,52,0,0,0,41,0,0,0,0,0,0,0
NS,2,1722,2016,0,0,1,36,0,0,3,17,0,0,0,0,0,0,0
NS,2,1722,2017,0,0,0,43,0,0,0,15,0,0,0,0,0,0,0
NS,2,1722,2018,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0
NS,2,1722,2019,0,0,0,37,0,0,0,11,0,0,0,0,0,0,0
NS,2,1722,2020,0,0,0,70,0,0,0,25,0,0,0,0,0,0,0
NS,2,1722,2021,0,0,0,33,0,0,0,11,0,2,0,0,0,0,0
NS,2,1722,2022,0,0,0,40,0,0,0,4,0,5,0,0,0,0,0
NS,2,1722,2023,0,0,0,59,0,0,0,13,0,6,0,0,0,0,0
NS,2,1722,2024,0,0,0,86,0,0,0,15,0,4,0,0,0,0,0
NS,2,2280,1989,5,10,0,1,47,44,0,5,0,0,0,0,0,0,0
NS,2,2280,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NS,2,2280,2006,21,9,0,0,18,24,0,0,0,0,0,0,0,0,1
NS,2,2280,2007,19,13,0,0,17,26,0,2,0,0,0,0,1,0,0
NS,2,2280,2008,23,18,0,0,23,23,0,0,0,0,0,0,0,0,0
NS,2,2280,2009,15,6,0,0,13,19,0,1,0,0,0,0,0,0,0
NS,2,2280,2010,42,29,0,0,54,43,0,0,0,0,0,0,0,0,2
NS,2,2280,2011,23,21,0,1,25,37,0,1,0,0,0,0,0,0,2
NS,2,2280,2012,20,20,0,0,18,33,0,0,0,0,0,0,0,0,0
NS,2,2280,2013,13,13,0,0,17,26,0,1,0,0,0,0,0,0,0
NS,2,2280,2014,14,12,0,0,15,25,0,0,0,0,0,0,1,0,0
NS,2,2280,2015,6,5,0,0,13,20,0,0,0,0,0,0,0,0,0
NS,2,2280,2016,11,4,0,0,15,10,0,0,0,0,0,0,0,0,0
NS,2,2280,2017,4,9,0,0,14,11,0,0,0,0,0,0,0,0,0
NS,2,2280,2018,10,7,0,0,17,12,0,1,0,0,0,0,0,0,0
NS,2,2280,2019,6,4,0,0,17,5,0,0,0,0,0,1,0,0,0
NS,2,2280,2020,10,10,0,0,15,25,0,0,0,0,0,0,0,0,0
NS,2,2280,2021,5,5,0,0,2,11,0,1,0,0,0,0,0,0,0
NS,2,2280,2022,10,16,0,0,12,22,0,0,0,0,0,1,1,0,0
NS,2,2280,2023,8,6,0,0,5,13,0,0,0,0,0,0,0,0,0
NS,2,2280,2024,10,10,0,0,15,14,0,0,0,0,0,0,0,0,0
NS,NA,1310,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,NA,1320,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,NA,1330,1991,1,3,0,0,14,10,0,0,0,0,0,0,0,0,0
NS,NA,1390,1991,1,3,0,0,2,3,0,1,0,0,0,0,0,0,0
NS,NA,1400,1991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NS,NA,1430,1991,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NS,NA,1480,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,NA,1500,1991,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NS,NA,1510,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,NA,1520,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,NA,1590,1991,4,6,0,0,4,1,0,0,0,0,0,0,0,0,0
NS,NA,1590,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS,NA,1722,1991,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NT,1,1290,1977,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1290,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NT,1,1290,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NT,1,1300,1977,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NT,1,1300,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NT,1,1320,1976,5,0,0,0,12,13,0,1,0,0,0,0,0,0,1
NT,1,1320,1977,0,1,0,0,7,4,0,0,0,0,0,0,1,0,23
NT,1,1320,1978,3,1,0,0,14,18,0,0,0,0,0,0,0,0,3
NT,1,1320,1979,1,2,0,0,13,10,0,1,0,0,0,0,0,0,2
NT,1,1320,1980,1,1,0,0,8,5,0,0,0,0,0,0,0,0,6
NT,1,1320,1981,3,5,0,0,11,5,0,0,0,0,0,0,0,0,9
NT,1,1320,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NT,1,1320,1983,3,1,0,0,7,5,0,0,0,0,0,0,0,0,0
NT,1,1320,1984,2,1,0,0,8,6,0,0,0,0,0,0,0,0,5
NT,1,1320,1985,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1320,1986,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0
NT,1,1320,1987,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0
NT,1,1320,1988,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
NT,1,1320,1989,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
NT,1,1320,1990,5,1,0,0,4,3,0,0,0,0,0,0,0,0,0
NT,1,1320,1991,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0
NT,1,1320,1992,5,5,0,0,9,15,0,0,0,0,0,0,0,0,0
NT,1,1320,1993,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0
NT,1,1320,1994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1320,1995,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0
NT,1,1320,1996,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1320,1997,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0
NT,1,1320,1998,6,0,0,0,14,9,0,0,0,0,0,0,0,0,0
NT,1,1320,2000,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0
NT,1,1320,2001,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0
NT,1,1320,2002,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
NT,1,1320,2003,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1320,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1320,2005,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1320,2006,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
NT,1,1320,2007,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1320,2011,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1320,2012,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1320,2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1320,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1320,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1320,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
NT,1,1320,2024,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0
NT,1,1321,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1350,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1370,1976,3,0,0,0,7,5,0,0,0,0,0,0,0,0,1
NT,1,1370,1977,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
NT,1,1370,1978,1,0,0,0,16,9,0,0,0,0,0,0,0,0,1
NT,1,1370,1979,1,1,0,0,4,7,0,0,0,0,0,0,0,0,1
NT,1,1370,1980,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
NT,1,1370,1981,0,1,0,0,6,3,0,0,0,0,0,0,0,0,5
NT,1,1370,1983,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NT,1,1370,1984,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3
NT,1,1370,1986,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0
NT,1,1370,1990,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
NT,1,1370,1991,1,0,0,0,4,10,0,0,0,0,0,0,0,0,1
NT,1,1370,1992,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0
NT,1,1370,1993,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0
NT,1,1370,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1370,1997,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1370,1998,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1370,2001,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1370,2002,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1370,2003,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
NT,1,1370,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1370,2005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1370,2006,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
NT,1,1370,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1370,2012,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1370,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1370,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1370,2024,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0
NT,1,1390,1976,2,0,0,0,3,4,0,0,0,0,0,0,0,0,2
NT,1,1390,1977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NT,1,1390,1978,0,1,0,0,4,2,0,0,0,0,0,0,0,0,4
NT,1,1390,1979,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
NT,1,1390,1980,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
NT,1,1390,1981,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
NT,1,1390,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1390,1984,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1390,1986,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
NT,1,1390,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1390,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1390,1991,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1
NT,1,1390,1992,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1390,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1390,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1390,1998,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
NT,1,1390,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1390,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1390,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1390,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NT,1,1390,2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1390,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1390,2023,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1390,2024,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0
NT,1,1400,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NT,1,1400,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1400,1986,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NT,1,1400,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1400,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1400,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1400,2024,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1420,1976,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1420,1977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1420,1978,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1420,1979,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1420,1980,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1420,1981,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
NT,1,1420,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1420,1986,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1420,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1420,1998,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1420,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1420,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1420,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1420,2023,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
NT,1,1420,2024,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1430,1976,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
NT,1,1430,1977,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
NT,1,1430,1978,0,1,0,0,3,8,0,1,0,0,0,0,0,0,0
NT,1,1430,1979,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0
NT,1,1430,1981,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
NT,1,1430,1983,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1430,1984,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
NT,1,1430,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1430,1990,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1430,1991,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NT,1,1430,1992,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
NT,1,1430,1993,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NT,1,1430,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1430,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1430,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1430,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1430,2003,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1430,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1430,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1430,2023,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
NT,1,1430,2024,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1440,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1460,1991,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1460,1993,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NT,1,1460,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1470,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1470,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1470,1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1470,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1470,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1470,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1480,1993,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NT,1,1480,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1480,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1490,1976,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
NT,1,1490,1977,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
NT,1,1490,1978,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1490,1979,1,1,0,0,2,2,0,0,0,0,0,1,1,0,0
NT,1,1490,1980,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1
NT,1,1490,1981,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
NT,1,1490,1984,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1986,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1990,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1490,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1490,1993,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
NT,1,1490,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1490,1997,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0
NT,1,1490,2000,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1490,2001,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NT,1,1490,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1490,2006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
NT,1,1490,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1490,2012,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
NT,1,1490,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1500,1977,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
NT,1,1500,1978,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1500,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1500,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NT,1,1500,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1500,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1500,1986,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
NT,1,1500,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1500,1989,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1500,1991,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NT,1,1500,1992,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1500,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1500,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1500,1997,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1500,1998,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
NT,1,1500,2000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1500,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1500,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1500,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1510,1976,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1510,1978,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NT,1,1510,1980,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1510,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NT,1,1510,1987,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
NT,1,1510,1989,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NT,1,1510,1990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1510,1997,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1510,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1510,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NT,1,1520,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1530,1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NT,1,1530,1977,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
NT,1,1530,1979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NT,1,1530,1980,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NT,1,1530,1986,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
